,Score_date,Business Type,Main Category,Checking Result (Sub Category),Background detail- ID,Team/Category
92998,2025-12-31,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
92999,2025-12-31,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
93000,2025-12-31,ASI,Customer,Not meet expectation,Failed to apply for my fund,Cari Danaku
93001,2025-12-31,ASI,Customer,Not meet expectation,Loan application verification status,Loan
93002,2025-12-31,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
93003,2025-12-31,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
93004,2025-12-31,ASI,Customer,Not meet expectation,How to apply for a loan,Loan
93005,2025-12-31,ASI,Customer,Not meet expectation,Have not received loan funds,Loan
93006,2025-12-31,ASI,Customer,Not meet expectation,How to Change Account Number,Loan
93007,2025-12-31,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
93008,2025-12-31,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
93009,2025-12-31,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
93010,2025-12-31,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
93011,2025-12-31,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
93012,2025-12-31,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
93013,2025-12-31,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
93014,2025-12-31,ASI,Customer,Not meet expectation,"Failed loan, previously successful",Loan
93015,2025-12-31,ASI,Customer,Not meet expectation,Activate Install Funds in the Application,Loan
93016,2025-12-31,ASI,Customer,Not meet expectation,Want a loan application,Loan
93017,2025-12-31,ASI,Customer,Not meet expectation,Loan limit does not rise,Loan
93018,2025-12-31,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
93019,2025-12-31,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
93020,2025-12-31,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
93021,2025-12-31,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
93022,2025-12-31,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
93023,2025-12-31,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
93024,2025-12-31,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
93025,2025-12-31,ASI,Customer,Not meet expectation,"Loans are approved, funds have not entered",Loan
93026,2025-12-31,ASI,Customer,Not meet expectation,Notif there is an increase in limit but does not increase,Bug
93027,2025-12-31,ASI,Customer,Not meet expectation,Merchant Online - Product Quality Information,Merchant Online
93028,2025-12-31,ASI,Customer,Not meet expectation,Loan bill payment has not been received (in estimation),Loan
93029,2025-12-31,ASI,Customer,Not meet expectation,The time payment of installment funds,Loan
93030,2025-12-31,ASI,Customer,Not meet expectation,Big day fine,Loan
93031,2025-12-31,ASI,Customer,Not meet expectation,Repayment of loan bills,Loan
93032,2025-12-31,ASI,Customer,Not meet expectation,Constraints to Pay Loan Bills in Click Indomaret,Loan
93033,2025-12-31,ASI,Customer,Not meet expectation,Repayment of loan bills,Loan
93034,2025-12-31,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
93035,2025-12-31,ASI,Customer,Not meet expectation,"Late Pay, Cannot Submit a Loan",Loan
93036,2025-12-31,ASI,Customer,Not meet expectation,Change the loan tenor,Loan
93037,2025-12-31,ASI,Customer,Not meet expectation,Loan Disbursement with E-Wallet,Loan
93038,2025-12-31,ASI,Customer,Not meet expectation,Merchant Online - Orders are canceled by the seller,Merchant Online
93039,2025-12-31,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
93040,2025-12-31,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
93041,2025-12-31,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
93042,2025-12-31,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
93043,2025-12-31,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
93044,2025-12-31,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
93045,2025-12-31,ASI,Customer,Not meet expectation,Account is permanently frozen and wants to apply for loan,Loan
93046,2025-12-31,ASI,Customer,Not meet expectation,Facial verification constraints,Bug
93047,2025-12-31,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
93048,2025-12-31,ASI,Customer,Not meet expectation,Big day fine,Loan
93049,2025-12-31,ASI,Customer,Not meet expectation,Not getting a bonus from inviting friends,Promo/Lotteries/Events
93050,2025-12-31,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
93051,2025-12-31,ASI,Customer,Not meet expectation,Account is permanently frozen and wants to apply for loan,Loan
93052,2025-12-31,ASI,Customer,Not meet expectation,Change job data,Data Update
93053,2025-12-31,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
93054,2025-12-31,ASI,Customer,Not meet expectation,Constraints to Pay Loan Bills in Click Indomaret,Loan
93055,2025-12-31,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
93056,2025-12-31,ASI,Customer,Not meet expectation,Change Emergency Contact Number,Data Update
93057,2025-12-31,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
93058,2025-12-31,ASI,Customer,Not meet expectation,How to pay a loan bill,Loan
93059,2025-12-31,ASI,Customer,Not meet expectation,loan limit reduced,Loan
93060,2025-12-31,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
93061,2025-12-31,ASI,Customer,Not meet expectation,loan limit reduced,Loan
93062,2025-12-31,ASI,Customer,Not meet expectation,How to pay a loan bill,Loan
93063,2025-12-31,ASI,Customer,Not meet expectation,Loan bill payment has not been received,Loan
93064,2025-12-31,ASI,Customer,Not meet expectation,Can't pay bills via Alfamart,Loan
93065,2025-12-31,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
93066,2025-12-31,ASI,Customer,Not meet expectation,How to increase loan limit,Loan
93067,2025-12-31,ASI,Customer,Not meet expectation,Want a loan application,Loan
93068,2025-12-31,ASI,Customer,Not meet expectation,"Already paid the loan bill, but it still appears",Loan
93069,2025-12-31,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
93070,2025-12-31,ASI,Customer,Not meet expectation,Installment loan application constraints,Loan
93071,2025-12-31,ASI,Customer,Not meet expectation,The loan bill next month has not yet appeared,Loan
93072,2025-12-31,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
93073,2025-12-31,ASI,Customer,Not meet expectation,Cannot apply for a Dana Cicil,Loan
93074,2025-12-31,ASI,Customer,Not meet expectation,Loan funds have not been received,Loan
93075,2025-12-31,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
93076,2025-12-31,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
93077,2025-12-31,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
93078,2025-12-31,ASI,Customer,Not meet expectation,Understanding Lucky Draw,Promo/Undian/Event
93079,2025-12-31,ASI,Customer,Not meet expectation,Extend Loan Due Date,Loan
93080,2025-12-31,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
93081,2025-12-31,ASI,Customer,Not meet expectation,Official Store Products - Check Successful Transaction Status Orders,Produk Official Store
93082,2026-01-01,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
93083,2026-01-01,AFI,Customer,Not meet expectation,How to pay with Akulaku Paylater,Akulaku Paylater
93084,2026-01-01,AFI,Customer,Not meet expectation,Credit Score Evaluation,Submission of Limit/Credit Points
93085,2026-01-01,AFI,Customer,Not meet expectation,Block permanent limit,Account Security
93086,2026-01-01,AFI,Customer,Not meet expectation,Cannot make transactions using In-Store Installment,Akulaku Paylater
93087,2026-01-01,AFI,Customer,Not meet expectation,Not getting a credit limit,Submission of Limit/Credit Points
93088,2026-01-01,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
93089,2026-01-01,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
93090,2026-01-01,AFI,Customer,Not meet expectation,Please approve Paylater,Submission of Limit/Credit Points
93091,2026-01-01,AFI,Customer,Not meet expectation,Lazada Paylater - Unable to make payment due to login issues,Akulaku Paylater
93092,2026-01-01,AFI,Customer,Not meet expectation,Lazada Paylater - Inappropriate Bills,Akulaku Paylater
93093,2026-01-01,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
93094,2026-01-01,AFI,Customer,Not meet expectation,Time to pay bills,Installment/Payment Gateway
93095,2026-01-01,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
93096,2026-01-01,AFI,Customer,Not meet expectation,Lazada Paylater account frozen,Akulaku Paylater
93097,2026-01-01,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
93098,2026-01-01,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
93099,2026-01-01,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
93100,2026-01-01,AFI,Customer,Not meet expectation,How to Pay Lazada Paylater Bill,Akulaku Paylater
93101,2026-01-01,AFI,Customer,Not meet expectation,Forgot registered email,Account Security
93102,2026-01-01,AFI,Customer,Not meet expectation,Credit Score Evaluation,Submission of Limit/Credit Points
93103,2026-01-01,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
93104,2026-01-01,AFI,Customer,Not meet expectation,Lazada Paylater - Unable to make payment due to login issues,Akulaku Paylater
93105,2026-01-01,AFI,Customer,Not meet expectation,Submission to unblock the account,Account Security
93106,2026-01-01,AFI,Customer,Not meet expectation,Installment Payment Process Using Akulaku,Submission of Limit/Credit Points
93107,2026-01-01,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
93108,2026-01-01,AFI,Customer,Not meet expectation,Payment Method in Akulaku,Installment/Payment Gateway
93109,2026-01-01,AFI,Customer,Not meet expectation,How to use akulaku credit limit,Submission of Limit/Credit Points
93110,2026-01-01,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
93111,2026-01-01,AFI,Customer,Not meet expectation,Constraints to Pay down payment on Indomaret Click,Installment/Payment Gateway
93112,2026-01-01,AFI,Customer,Not meet expectation,Installment Payment Process Using Akulaku,Submission of Limit/Credit Points
93113,2026-01-01,AFI,Customer,Not meet expectation,Can't shop at Bukalapak,Akulaku Paylater
93114,2026-01-01,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
93115,2026-01-01,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
93116,2026-01-01,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
93117,2026-01-01,AFI,Customer,Not meet expectation,Understanding Slik OJK,SLIK
93118,2026-01-01,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
93119,2026-01-01,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
93120,2026-01-01,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
93121,2026-01-01,AFI,Customer,Not meet expectation,Calculation of Paylater bill fines,Installment/Payment Gateway
93122,2026-01-01,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
93123,2026-01-01,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
93124,2026-01-01,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
93125,2026-01-01,AFI,Customer,Not meet expectation,Pay method cannot be chosen,Installment/Payment Gateway
93126,2026-01-01,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
93127,2026-01-01,AFI,Customer,Not meet expectation,Submission of Akulaku Paylater was rejected,Akulaku Paylater
93128,2026-01-01,AFI,Customer,Not meet expectation,Payment constraints with OVO,Installment/Payment Gateway
93129,2026-01-01,AFI,Customer,Not meet expectation,Changes to due date,Collection
93130,2026-01-01,AFI,Customer,Not meet expectation,Cannot buy Phone balance in installments,Submission of limit/credit points
93131,2026-01-01,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
93132,2026-01-01,AFI,Customer,Not meet expectation,PAYMENT CLICK INDOMARET FAILED,Akulaku Paylater
93133,2026-01-01,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
93134,2026-01-01,AFI,Customer,Not meet expectation,Pay for Bill without Interest,Installment/Payment Gateway
93135,2026-01-01,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
93136,2026-01-01,AFI,Customer,Not meet expectation,The status of submitting the Akulaku limit has not been verified,Submission of Limit/Credit Points
93137,2026-01-01,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
93138,2026-01-01,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
93139,2026-01-01,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
93140,2026-01-01,AFI,Customer,Not meet expectation,Elimination of fines,Installment/Payment Gateway
93141,2026-01-01,AFI,Customer,Not meet expectation,Constraints of using the scan feature,Akulaku Paylater
93142,2026-01-01,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
93143,2026-01-01,AFI,Customer,Not meet expectation,Changes to due date,Collection
93144,2026-01-01,AFI,Customer,Not meet expectation,Details of installment bills,Installment/Payment Gateway
93145,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93146,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93147,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93148,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93149,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93150,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93151,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93152,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93153,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93154,2026-01-01,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
93155,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93156,2026-01-01,AFI/ASI,Customer,Issue not clear,Customer service complaints,No Category
93157,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93158,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93159,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93160,2026-01-01,AFI/ASI,Customer,Issue not clear,Confirmation of the problem,No Category
93161,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93162,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93163,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93164,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93165,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93166,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
93167,2026-01-01,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
